author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,predicted_langs
Neuronetics,Easy does it,Long time user of previous versions. This app store version makes it simpler to get going on VMs. It is working fine on my 2015 MacBook Pro running Catalina.,Easy does it,Long time user of previous versions. This app store version makes it simpler to get going on VMs. It is working fine on my 2015 MacBook Pro running Catalina.,5.00,US,1.5.0,2020-04-24T17:01:16,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LeOYIY1ejIay3JTrPsD1ZoQ,"en;af"
AtHomeAtOffice,unusable,"Win10 cannot be activated, there is no help or no useful help.",unbrauchbar,"Win10 kann nicht aktiviert werden, Hilfe gibt es keine oder keine sinnvolle.",1.00,CH,1.5.0,2020-04-24T16:18:35,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LVKrj2uNHbuhpg7C_ucqxMg,de
persbog,Geat app,"Great application! Makes all the difference in the world of technology by having both worlds in one device, Apple and Microsoft, and anything else. Well done.",Geat app,"Great application! Makes all the difference in the world of technology by having both worlds in one device, Apple and Microsoft, and anything else. Well done.",5.00,RO,,2020-04-24T11:10:36,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LpO3oS6oLBQ5UqxUAlK93kw,en
atymoshchuk,Not free,It's not free app.,Not free,It's not free app.,1.00,UA,1.5.0,2020-04-22T20:03:41,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432Lelmo3dROU4fNdU8iS9KYNQ,en
wj191204,Requesting refund,It automatically payed for the plan so i am requesting for a refund thank you.,Requesting refund,It automatically payed for the plan so i am requesting for a refund thank you.,1.00,KR,1.5.0,2020-04-20T03:10:15,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LWMn_30T52pv4I-rfLYLpfg,en
User1719373838,Have to pay right away,You have to pay or agree to a subscription right away.,Have to pay right away,You have to pay or agree to a subscription right away.,1.00,US,1.5.0,2020-04-19T03:17:49,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LLx6CCR3C-XGf4qt9nBDBKA,en
timbofra,because of free,costs 80 EUR / year as a subscription. Even if you only want Linux ...,von wegen kostenlos,kostet gleich mal 80 EUR/Jahr als Abo. Auch wenn man nur Linux möchte...,1.00,DE,1.5.0,2020-04-16T09:53:09,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LGiVnaA0M6mPnqR4nC4FlzQ,de
CarlosiPh4,It works perfectly!,"Program does exactly what it promises, runs operating systems cleanly and parallel to the Macbook system. Very good!!!",Funciona Perfeitamente!,"Programa faz exatamente o que promete, roda os sistemas operacionais de forma limpa e paralela ao sistema do Macbook. Muito bom!!!",5.00,BR,1.5.0,2020-04-15T19:36:00,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LSmPEaxx-5NF19Dsxr-eJhA,"pt;gl;an;es;oc"
박차고,Fast and good. We will give you a refund within 14 days.,"I was using a different virtual drive, but I tried it on a 14-day trial and it's faster and more comfortable. However, instead of using Windows frequently, I tried to quit the free trial within the evaluation period, but it was difficult to find a way. Answering many similar questions didn't help either. Share how you found it.
App store -> Click your ID at the bottom left -> View information in the top row -> Click'Manage' on the right side of'Subscription' at the bottom of the third'Management' tab from the top -> Find the app you want to unsubscribe and'Subscribe cancel'
You can do it in order. For reference, if you are using the same App Store ID, you can also unsubscribe from your iPhone or iPad.
I hope it was helpful for those who were embarrassed because I couldn't cancel my free trial like me.",빠르고 좋습니다. 14일 이내 환불이 가능해서 방법 적어봅니다.,"다른 버츄어 드라이브 쓰고 있었는데 14일 평가판 써보니 더 빠르고 편하고 좋습니다. 다만 윈도우를 자주쓰는 편이 아니라 평가 기한 이내에 무료체험을 그만두려 했는데 방법을 찾기가 어렵더라고요. 비슷한 많은 질문에 대한 답변도 도움이 되지 않았고요. 찾은 방법을 공유합니다.
App store -> 맨 왼쪽 아래의 자기 아이디 클릭 -> 맨 윗줄의 정보 보기 -> 위에서 세 번째 '관리'탭 아래쪽에 '구독' 오른쪽에 있는 '관리' 클릭 -> 구독을 취소하고 싶은 어플 찾아서 '구독취소'
순서로 하시면 됩니다. 참고로 같은 앱스토어 아이디를 쓰고 계시면 아이폰이나 아이패드에서도 구독취소가 가능합니다.
저처럼 무료체험 하려다가 취소가 안돼서 당황하셨을 분들에게 도움이 되었기 바랍니다.",5.00,KR,1.5.0,2020-04-15T06:26:22,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L38Z5khpZia-szOde1knvdw,ko
AMX10,Basic uses without problems ... advanced lacks,"I was used to Parallels 15
downloaded from the web parallels. When I finish my subscription, I tried the one from the appstore and the truth to have simple applications super good!
unfortunately I use a couple of small apps and for me COHERENCE MODE is key, This version DOES NOT HAVE IT! for that reason only 3 stars.
the configurations and assignments of ram resources etc of Parallels 15, here I can't find them.",Usos basicos sin problemas...avanzados le falta,"Estaba acostumbrado al Parallels 15
descargado desde la web parallels. Cuando finalizo mi suscripcion, probe el de la appstore y la verdad para tener aplicaiones simples super bien! 
lamentablemente yo uso un par de apps pequeñas y para mi COHERENCE MODE es clave, Esta version NO LO TIENE! solo por eso 3 estrellas. 
las configuraciones y asignaciones de recursos ram etc del Parallels 15, aca no las encuentro.",3.00,CL,1.5.0,2020-04-14T23:09:12,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L6S14XG_QOAmDC-XENXYKuQ,es
Ingboxy,What a good program,Simple and everything works! Excellent!,Que buen programa,Sencillo y funciona todo! Excelente!,5.00,BO,,2020-04-13T15:20:02,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LoVjuWuW3e80usZ254igz5w,"es;gl;an;pt"
Sekarkarthik,Key required,I laready purchased one yaer subscription. but after 1 month its gain asking to activate the license. I didnot receive any key also,Key required,I laready purchased one yaer subscription. but after 1 month its gain asking to activate the license. I didnot receive any key also,1.00,QA,,2020-04-11T17:20:12,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L81rROe7znqZRN7e_ec65yw,en
gaeng12,"When I saw the application, it was called automatic payment.","I didn't even use the app. I deleted a review report called automatic payment. Is it automatic payment if you just install this? ,, then please refund!!!",어플깔고 보니 자동결제라고 하던데,"어플 사용조차 안헀습니다. 자동결제라는 리뷰보고 삭제했습니다 혹시 자동결제 이거 깔기만 해도 자동결제 인가요? ,, 그러면 환불해주세요!!!",2.00,KR,1.5.0,2020-04-11T14:19:02,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LHCsR21zPcu00wNT_KDJNtA,ko
RuYuh,A little pit,The previous version told me to buy a new one because of the result of the upgrade of the operating system. It feels like you can only pay for half of your hair. Then I saw that the customer service responded in simplified Chinese. Suddenly the scalp felt numb. The computer's most basic system had to override the mainland's software. It was extremely uneasy. Break,有點坑,之前舊版本因為作業系統升級結果卻跟我說要買新的才能用，感覺像是你頭洗一半了只能付錢的概念。然後看到客服是用簡體回覆，突然一陣頭皮發麻，電腦最基本的系統要凌駕在大陸的軟體之上，用了超級不安心。掰,1.00,TW,1.5.0,2020-04-11T05:15:57,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LxShvLUEJ8WgbmrCEXcEIoA,"zh;zh_yue"
Virtual Dave,Licensing,"Parallels focrces you into the subscription licensing.
it would be nice to have updates without feature additions...",Licensing,"Parallels focrces you into the subscription licensing.
it would be nice to have updates without feature additions...",1.00,US,1.5.0,2020-04-10T16:36:49,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LbPTcvm5zHJiH46OhPop07g,en
40ubaid,User experience,Excellent experience & move around on windows after so long without hiccups.,User experience,Excellent experience & move around on windows after so long without hiccups.,5.00,PK,,2020-04-10T16:01:06,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LVx6K7Z6j9y_whgfdd_Gtog,en
jwexoar2,Compared to my the PC at my office,the PC on my Mac Mini at home is better.,Compared to my the PC at my office,the PC on my Mac Mini at home is better.,5.00,US,1.5.0,2020-04-08T12:14:12,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L73ktfXYQZIaG_b4MCPAWfA,en
Nagarbhavi1994,Overpriced,"I can just download a window iso on an external drive, instead of paying 80 bucks a month",Overpriced,"I can just download a window iso on an external drive, instead of paying 80 bucks a month",1.00,US,1.5.0,2020-04-08T01:23:00,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LekbRG7uLzi3ssGUtaQ8SyQ,en
caln25,cancel subscription,"How do I cancel my subscription? I am looking for how to cancel but the option does not appear, please support me.",cancelar suscripcion,"como cancelo la suscripcion? estoy buscando como cancelo pero no me aparece la opcion, me apoyan porfa.",5.00,MX,1.5.0,2020-04-07T21:14:27,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LraYn3ZVHGJUPLE1TedUPkw,"es;gl;an;pt;it"
Patrickdane,Coming from VM or Wine its amazingq,"I just need to run a couple software programs that are windows only and have been stuck between a virtual box or cloud services. Both seem to have enough lag to put me off of using them on a regular basis. Running windows on this is very smooth. I had a remote connection to my work computer, parallel running windows and downloading/installing software, and my chrome up in macOS all with little to no lag. Compared to the other options I have tried this one is the first that feels like an 'apple' solution. Clean, great UI, and just runs smoothly. thank you. I plan on purchasing after my trial.",Coming from VM or Wine its amazingq,"I just need to run a couple software programs that are windows only and have been stuck between a virtual box or cloud services. Both seem to have enough lag to put me off of using them on a regular basis. Running windows on this is very smooth. I had a remote connection to my work computer, parallel running windows and downloading/installing software, and my chrome up in macOS all with little to no lag. Compared to the other options I have tried this one is the first that feels like an 'apple' solution. Clean, great UI, and just runs smoothly. thank you. I plan on purchasing after my trial.",5.00,US,1.5.0,2020-04-07T18:47:49,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432LNhXdhSIi41S7me3TVInzFw,en
B11820,"free 1 year license, where?","So, I upgraded. But where's the 1 year free license?","free 1 year license, where?","So, I upgraded. But where's the 1 year free license?",1.00,NL,1.5.0,2020-04-07T16:38:50,False,False,231803575432,231803575432,"Parallels Desktop",1085114709,apple,0,231803575432L5CjVGID8xzfzBP8kVfNqOA,en
